DATE,ANNA426MFG
2007-10-01,18.4229631875114
2007-11-01,18.4002712430122
2007-12-01,18.2788429102181
2008-01-01,18.1637085920112
2008-02-01,17.8937194855894
2008-03-01,17.3994731899699
2008-04-01,16.6966869409478
2008-05-01,16.9906539987126
2008-06-01,17.4149464154648
2008-07-01,16.0785026650684
2008-08-01,16.3003385131338
2008-09-01,16.066435476505102
2008-10-01,15.621271294423801
2008-11-01,15.4570510484876
2008-12-01,15.094935515297802
2009-01-01,13.3229405044985
2009-02-01,14.725649382533
2009-03-01,14.726743003438301
2009-04-01,14.383958477186502
2009-05-01,14.065825705411198
2009-06-01,13.6972258263328
2009-07-01,13.487748874245801
2009-08-01,13.9327285413236
2009-09-01,14.0970027600881
2009-10-01,13.616487038387302
2009-11-01,13.4958429629144
2009-12-01,13.617514006457698
2010-01-01,13.7729195586834
2010-02-01,13.7473088155462
2010-03-01,13.7361526523826
2010-04-01,13.8973693556798
2010-05-01,13.8496324000504
2010-06-01,13.8677433268285
2010-07-01,13.791266867997198
2010-08-01,13.357161396597302
2010-09-01,13.8189687003374
2010-10-01,14.1063921284867
2010-11-01,14.1044030949134
2010-12-01,14.128389283345099
2011-01-01,13.820846689578
2011-02-01,13.952886681809499
2011-03-01,14.0671554370749
2011-04-01,14.1219153191943
2011-05-01,14.1280937304588
2011-06-01,14.220450013543301
2011-07-01,14.2949513394309
2011-08-01,13.6732222094715
2011-09-01,14.033164442878899
2011-10-01,14.1103986359759
2011-11-01,14.021864259744401
2011-12-01,14.155679689393999
2012-01-01,14.0698384219685
2012-02-01,13.948218812831099
2012-03-01,13.9831746977257
2012-04-01,14.04788666771
2012-05-01,14.212488791045699
2012-06-01,14.073568120539699
2012-07-01,14.5986714130568
2012-08-01,13.9849948233567
2012-09-01,14.1446817724739
2012-10-01,14.031005190366
2012-11-01,14.148530776584401
2012-12-01,13.886940058676801
2013-01-01,14.0853362038846
2013-02-01,14.236876212291698
2013-03-01,14.4002389984054
2013-04-01,13.9603694245778
2013-05-01,13.8914247474234
2013-06-01,14.044759716726501
2013-07-01,14.143353465589499
2013-08-01,14.081160929962001
2013-09-01,14.1447400030678
2013-10-01,14.060719599040802
2013-11-01,14.0696312351337
2013-12-01,13.921530595671001
2014-01-01,13.9773407803814
2014-02-01,14.1275086552209
2014-03-01,14.0902478178757
2014-04-01,14.0548214079445
2014-05-01,14.1878419380854
2014-06-01,14.232862123026399
2014-07-01,14.2364530283216
2014-08-01,14.2619076042785
2014-09-01,14.143552724391197
2014-10-01,14.1862229395962
2014-11-01,14.095710508119499
2014-12-01,14.344035304472001
2015-01-01,14.3591363036021
2015-02-01,14.328396878973
2015-03-01,14.387825485060501
2015-04-01,14.428536283683801
2015-05-01,14.4689190928905
2015-06-01,14.425783758673699
2015-07-01,14.7741862312576
2015-08-01,14.4507958340205
2015-09-01,14.4561247605301
2015-10-01,14.494905106633198
2015-11-01,14.5106260020235
2015-12-01,14.546365824801901
2016-01-01,14.5359893579003
2016-02-01,14.5393362903585
2016-03-01,14.5963053518568
2016-04-01,14.5997528671499
2016-05-01,14.446740323515199
2016-06-01,14.524761424844
2016-07-01,14.488664211050802
2016-08-01,14.6541825186821
2016-09-01,14.6660141461633
2016-10-01,14.398837546193098
2016-11-01,14.719421010065
2016-12-01,14.531672493834
2017-01-01,14.616616975895901
2017-02-01,14.4650088201879
2017-03-01,14.518684293731502
2017-04-01,14.482106014239399
2017-05-01,14.415837175387098
2017-06-01,14.421172471095
2017-07-01,13.779228880037
2017-08-01,14.4698088733379
2017-09-01,14.4660910655886
2017-10-01,14.5044074998558
2017-11-01,14.5161041706897
2017-12-01,14.721691652019699
2018-01-01,14.70047254547
2018-02-01,14.889981350938198
2018-03-01,14.9483737967949
2018-04-01,15.201638185136499
2018-05-01,15.1922001122733
2018-06-01,15.09414280062
2018-07-01,14.985373003479099
2018-08-01,14.9779076638306
2018-09-01,14.9533343912192
2018-10-01,15.113253332232
2018-11-01,15.008395465638499
2018-12-01,15.0107502938427
2019-01-01,15.1017521688144
2019-02-01,15.1121467844832
2019-03-01,14.872301486465002
2019-04-01,14.8263231689351
2019-05-01,14.7758020137886
2019-06-01,14.6711559273778
2019-07-01,14.8594894972625
2019-08-01,14.6885471364811
2019-09-01,14.748854120431302
2019-10-01,14.618020779386
2019-11-01,14.7113217437134
2019-12-01,14.7065335092396
2020-01-01,14.7008900774947
2020-02-01,14.6186730049985
2020-03-01,14.787234337913198
2020-04-01,12.128678886701698
2020-05-01,12.684422078080301
2020-06-01,13.0737980908641
